latitude;longitude;data;hora;Sinistro;Chuva;tipo_via_num;tp_veiculo_bicicleta;tp_veiculo_caminhao;tp_veiculo_motocicleta;tp_veiculo_nao_disponivel;tp_veiculo_onibus;tp_veiculo_outros;tp_veiculo_automovel
-22,29248234;-49,09974582;06/01/2022;8;0;0;0;0;0;0;0;0;0;0
-22,33201159;-49,08614851;20/01/2022;12;0;0;0;0;0;0;0;0;0;0
-22,3245047;-49,0715569;20/01/2024;21;0;0;0;0;0;0;0;0;0;0
-22,36879756;-49,09218688;11/10/2024;17;0;0;0;0;0;0;0;0;0;0
-22,36199271;-49,04714856;31/05/2022;3;0;0;0;0;0;0;0;0;0;0
-22,2186664;-49,19859637;11/09/2023;1;0;0;0;0;0;0;0;0;0;0
-22,33836552;-49,08025612;26/09/2024;3;0;0;0;0;0;0;0;0;0;0
-22,29245578;-49,07166411;06/07/2023;19;1;0;1;0;0;1;0;0;0;0
-22,29941876;-49,10956896;28/05/2024;22;0;0;0;0;0;0;0;0;0;0
-22,17172907;-49,20584105;14/06/2023;18;0;0;0;0;0;0;0;0;0;0
-22,30052985;-49,06086159;15/11/2022;5;0;0;0;0;0;0;0;0;0;0
-22,302946;-49,04914882;10/04/2024;10;0;0;0;0;0;0;0;0;0;0
-22,28181396;-49,08674314;11/12/2023;2;1;1;1;0;0;0;0;0;0;1
-22,33764726;-49,06576337;02/09/2022;1;0;1;0;0;0;0;0;0;0;0
-22,30124065;-49,11075296;08/08/2023;16;1;0;0;0;0;0;0;0;0;0
-22,337516;-49,07305503;31/05/2022;18;1;0;0;0;0;0;0;0;0;2
-22,3134722;-48,98290948;03/08/2024;23;0;0;0;0;0;0;0;0;0;0
-22,31817024;-49,11414784;16/03/2023;21;0;0;0;0;0;0;0;0;0;0
-22,3409777;-49,0619948;09/12/2022;17;0;0;0;0;0;0;0;0;0;0
-22,32107842;-49,00479668;18/06/2024;21;0;1;0;0;0;0;0;0;0;0
-22,2333616;-49,1513674;20/12/2022;23;0;0;1;0;0;0;0;0;0;0
-22,29465474;-49,08009043;08/04/2022;6;1;0;0;0;0;1;0;0;0;0
-22,398523;-49,0899074;15/11/2022;11;1;0;1;0;0;0;0;0;0;1
-22,35034135;-49,04486816;19/10/2024;23;1;0;1;0;0;0;0;0;0;0
-22,32512529;-49,12299982;22/07/2024;14;1;0;0;0;0;0;0;0;0;0
-22,29936925;-49,09870797;07/06/2023;12;0;0;0;0;0;0;0;0;0;0
-22,34325439;-49,07711639;29/12/2022;10;0;0;0;0;0;0;0;0;0;0
-22,37978638;-49,02933818;22/05/2022;16;0;0;0;0;0;0;0;0;0;0
-22,34106941;-48,96592771;22/04/2023;17;0;0;0;0;0;0;0;0;0;0
-22,39285441;-49,096345;31/01/2025;20;0;0;0;0;0;0;0;0;0;0
-22,30629215;-49,10885866;01/08/2023;8;1;0;0;0;0;1;0;0;0;1
-22,330791;-49,078228;26/08/2023;9;1;1;0;0;0;0;0;0;0;0
-22,32105817;-49,07725775;02/10/2022;8;0;0;0;0;0;0;0;0;0;0
-22,30583106;-49,0787879;03/09/2023;21;0;0;0;0;0;0;0;0;0;0
-22,37428439;-49,04888508;15/07/2024;7;1;0;0;1;0;0;1;0;0;1
-22,33214481;-49,08622383;26/04/2022;18;1;0;0;0;0;2;0;0;0;1
-22,22831829;-49,22098137;22/10/2022;11;0;0;0;0;0;0;0;0;0;0
-22,31783186;-49,06908195;25/01/2024;22;0;0;0;0;0;0;0;0;0;0
-22,32907494;-49,06534198;06/05/2024;11;0;0;0;0;0;0;0;0;0;0
-22,31130613;-49,03269568;01/05/2023;21;0;0;0;0;0;0;0;0;0;0
-22,28236215;-49,04233368;29/09/2024;10;0;0;0;0;0;0;0;0;0;0
-22,19942674;-49,03854877;11/11/2023;10;1;0;1;0;1;1;0;0;0;0
-22,2905351;-49,0359386;19/10/2023;16;1;0;0;0;0;0;0;0;0;0
-22,3258962;-49,07970414;31/01/2025;7;1;1;0;0;0;0;0;0;0;0
-22,28193944;-49,03777437;30/03/2022;13;0;0;0;0;0;0;0;0;0;0
-22,09166036;-49,08368042;07/09/2022;21;0;1;0;0;0;0;0;0;0;0
-22,33393971;-49,07203226;13/05/2022;20;0;1;0;0;0;0;0;0;0;0
-22,2845684;-49,08586801;22/02/2022;1;0;1;0;0;0;0;0;0;0;0
-22,3395004;-49,0541247;04/02/2025;9;0;0;0;0;0;0;0;0;0;0
-22,30706585;-49,07230061;06/02/2025;23;0;0;0;0;0;0;0;0;0;0
-22,3126217;-49,029027;10/04/2024;7;0;0;0;0;0;0;0;0;0;0
-22,31568115;-49,141877;12/09/2023;17;1;0;1;0;0;1;0;0;0;1
-22,31958786;-49,07518713;03/06/2023;12;1;0;0;0;0;1;0;0;0;1
-22,3224546;-48,9780004;05/07/2023;9;0;0;0;0;0;0;0;0;0;0
-22,31037463;-49,09185587;06/09/2023;15;1;0;0;0;0;0;0;0;0;0
-22,3120486;-49,0699118;20/06/2024;14;0;0;0;0;0;0;0;0;0;0
-22,323423;-49,030204;20/05/2022;6;0;0;0;0;0;0;0;0;0;0
-22,331585;-49,085565;12/12/2023;15;1;0;0;0;0;0;0;0;0;0
-22,32715181;-49,00985459;14/07/2024;23;0;0;1;0;0;0;0;0;0;0
-22,35740003;-49,03448365;28/12/2024;20;0;0;0;0;0;0;0;0;0;0
-22,32002547;-49,06856044;10/02/2023;20;0;0;0;0;0;0;0;0;0;0
-22,33705173;-49,05149758;09/11/2023;7;1;0;0;0;0;1;0;0;0;1
-22,32335171;-49,00653204;25/01/2024;11;0;0;1;0;0;0;0;0;0;0
-22,30362595;-49,07689373;14/01/2023;22;0;0;0;0;0;0;0;0;0;0
-22,33180868;-49,07793576;09/09/2024;14;0;1;0;0;0;0;0;0;0;0
-22,31674426;-49,08282804;14/11/2023;1;0;0;0;0;0;0;0;0;0;0
-22,32802763;-49,0480621;26/03/2023;19;0;0;0;0;0;0;0;0;0;0
-22,33696;-49,066935;11/02/2025;8;1;0;0;0;0;0;0;0;0;0
-22,32034249;-48,97658615;30/01/2024;21;1;0;1;0;1;0;0;0;0;1
-22,27544587;-49,06486887;05/08/2024;19;1;0;1;0;0;0;0;0;0;0
-22,3274213;-49,08424931;19/08/2022;14;0;1;0;0;0;0;0;0;0;0
-22,35102518;-49,08683452;21/11/2022;2;0;0;0;0;0;0;0;0;0;0
-22,27135435;-49,06662831;18/08/2022;10;0;0;0;0;0;0;0;0;0;0
-22,31460198;-49,05514331;31/12/2023;15;0;0;1;0;0;0;0;0;0;0
-22,30279218;-49,04046946;01/03/2024;0;0;0;0;0;0;0;0;0;0;0
-22,29698573;-49,03672675;25/03/2023;11;1;0;0;0;0;1;0;0;0;1
-22,23465547;-49,19884125;27/07/2024;21;0;0;0;0;0;0;0;0;0;0
-22,33691557;-49,09634962;29/05/2022;11;0;1;0;0;0;0;0;0;0;0
-22,29119452;-49,07116016;29/04/2022;14;1;0;1;0;0;0;0;0;1;1
-22,31683313;-49,04224589;24/01/2024;13;1;0;0;0;0;0;0;0;0;0
-22,34325439;-49,07711639;09/06/2022;13;1;0;0;0;0;0;0;0;0;0
-22,31306682;-49,09078727;16/02/2025;12;0;1;0;0;0;0;0;0;0;0
-22,29946629;-49,0283128;30/04/2024;19;1;0;0;0;0;0;0;0;0;0
-22,3308275;-49,0780593;19/10/2024;13;1;0;0;0;0;0;0;0;0;0
-22,30894325;-49,08803607;05/11/2023;6;0;0;0;0;0;0;0;0;0;0
-22,29860304;-49,0708461;08/08/2024;19;1;0;0;0;0;0;0;0;0;0
-22,32810516;-49,06555935;19/07/2024;17;0;0;0;0;0;0;0;0;0;0
-22,31367447;-49,03361693;21/07/2022;7;1;0;0;0;0;0;0;0;0;0
-22,32876342;-48,9302345;07/08/2024;9;0;0;1;0;0;0;0;0;0;0
-22,35810835;-49,04666509;18/04/2024;9;0;0;0;0;0;0;0;0;0;0
-22,33671995;-49,05674348;18/12/2024;9;0;0;0;0;0;0;0;0;0;0
-22,34450795;-49,05000168;25/01/2022;23;0;0;0;0;0;0;0;0;0;0
-22,33180868;-49,07793576;03/01/2025;9;1;0;0;0;0;0;0;0;0;0
-22,31764126;-49,07644511;04/07/2022;18;0;0;0;0;0;0;0;0;0;0
-22,32815034;-49,04802639;04/12/2023;14;0;1;0;0;0;0;0;0;0;0
-22,33623632;-49,06836838;20/10/2024;17;0;0;0;0;0;0;0;0;0;0
-22,3549033;-49,0891236;09/07/2023;19;0;1;0;0;0;0;0;0;0;0
-22,21872481;-49,05099902;29/07/2024;8;0;0;0;0;0;0;0;0;0;0
-22,28240545;-49,0931694;02/07/2022;10;0;0;0;0;0;0;0;0;0;0
-22,3258962;-49,07970414;15/04/2023;16;1;0;0;0;0;0;0;0;0;0
-22,31290618;-49,03246446;20/04/2023;15;0;0;0;0;0;0;0;0;0;0
-22,3050433;-49,0498688;05/01/2023;10;0;0;0;0;0;0;0;0;0;0
-22,37070598;-49,05172108;23/04/2024;1;0;0;1;0;0;0;0;0;0;0
-22,32177718;-49,11432611;22/10/2024;22;0;0;0;0;0;0;0;0;0;0
-22,35787381;-49,03243536;12/11/2024;4;0;0;0;0;0;0;0;0;0;0
-22,30260949;-49,11756178;01/10/2023;7;0;0;1;0;0;0;0;0;0;0
-22,3196476;-49,0348933;19/07/2022;11;0;1;0;0;0;0;0;0;0;0
-22,34757886;-49,04710781;01/06/2023;16;0;0;0;0;0;0;0;0;0;0
-22,41671634;-49,07411874;22/07/2024;15;0;1;0;0;0;0;0;0;0;0
-22,34671652;-49,06365733;28/02/2024;12;0;0;0;0;0;0;0;0;0;0
-22,31498468;-49,00541156;19/05/2022;16;1;0;0;0;1;0;1;0;0;0
-22,32024352;-49,06839941;26/05/2022;19;1;0;0;0;0;1;0;0;0;1
-22,32782566;-49,08126393;14/02/2025;9;0;1;0;0;0;0;0;0;0;0
-22,33064493;-49,07619882;19/10/2024;3;0;0;0;0;0;0;0;0;0;0
-22,33388966;-49,11118683;01/03/2023;15;0;0;0;0;0;0;0;0;0;0
-22,28727394;-49,0722524;11/02/2023;13;0;0;0;0;0;0;0;0;0;0
-22,33277227;-49,03133363;07/01/2022;18;1;0;0;0;0;0;0;0;0;0
-22,31863534;-49,08221229;06/07/2023;4;0;0;0;0;0;0;0;0;0;0
-22,32371422;-49,1637869;06/05/2024;4;0;1;0;0;0;0;0;0;0;0
-22,324589;-49,044094;11/01/2023;1;0;0;0;0;0;0;0;0;0;0
-22,30946243;-49,001696;11/10/2024;7;1;0;1;0;0;1;0;0;0;0
-22,3504703;-49,0448488;03/01/2024;15;1;0;1;0;1;0;0;0;0;0
-22,34962432;-49,04735457;07/07/2023;6;0;0;0;0;0;0;0;0;0;0
-22,35713776;-49,09108088;31/05/2022;3;0;0;0;0;0;0;0;0;0;0
-22,24112693;-49,06096406;21/08/2022;0;0;0;0;0;0;0;0;0;0;0
-22,37428439;-49,04888508;25/04/2024;15;1;0;0;0;0;1;1;0;0;1
-22,31630289;-49,01396477;10/03/2023;19;0;0;0;0;0;0;0;0;0;0
-22,33196887;-49,08616206;27/01/2022;7;0;1;0;0;0;0;0;0;0;0
-22,29091508;-49,07099799;19/06/2024;2;0;0;0;0;0;0;0;0;0;0
-22,3320449;-49,08616734;05/06/2023;8;1;0;0;0;0;0;0;0;0;0
-22,31646434;-49,1467914;02/06/2023;17;0;0;1;0;0;0;0;0;0;0
-22,29860304;-49,0708461;04/01/2023;1;0;1;0;0;0;0;0;0;0;0
-22,33902838;-49,0625604;17/07/2022;10;0;0;0;0;0;0;0;0;0;0
-22,30388462;-49,09370643;28/11/2024;9;0;0;0;0;0;0;0;0;0;0
-22,33619129;-49,06472834;27/01/2023;13;0;0;0;0;0;0;0;0;0;0
-22,2982512;-49,0735987;15/06/2024;12;0;0;0;0;0;0;0;0;0;0
-22,32340362;-49,07404727;17/05/2023;15;0;0;0;0;0;0;0;0;0;0
-22,34097468;-49,08968;12/10/2022;10;0;1;0;0;0;0;0;0;0;0
-22,3589448;-49,0423456;22/02/2025;4;1;0;1;0;0;0;0;0;0;1
-22,34325439;-49,07711639;20/03/2023;6;0;0;1;0;0;0;0;0;0;0
-22,31613751;-49,06974896;03/06/2024;22;1;0;0;0;0;1;0;0;0;1
-22,36906308;-49,04999978;25/02/2024;20;0;0;0;0;0;0;0;0;0;0
-22,21118092;-49,13234485;01/05/2024;17;0;0;0;0;0;0;0;0;0;0
-22,40063707;-49,059464;12/12/2022;19;0;0;0;0;0;0;0;0;0;0
-22,31814675;-49,11399078;25/09/2024;14;1;0;0;0;0;0;0;0;0;0
-22,17086595;-49,10841016;06/03/2022;16;0;0;0;0;0;0;0;0;0;0
-22,2751001;-49,0941151;20/08/2024;6;1;0;1;0;0;0;0;0;0;1
-22,24204235;-49,17910777;13/03/2022;16;0;0;0;0;0;0;0;0;0;0
-22,34012181;-49,06283473;18/07/2022;21;0;1;0;0;0;0;0;0;0;0
-22,29091508;-49,07099799;27/04/2024;16;1;0;0;0;0;0;0;0;0;0
-22,23588716;-49,14619838;25/08/2024;15;0;0;1;0;0;0;0;0;0;0
-22,2752483;-49,06517057;13/09/2024;22;1;0;0;0;0;0;0;0;0;0
-22,285965;-49,026455;15/06/2022;15;0;1;0;0;0;0;0;0;0;0
-22,33568007;-49,0507835;24/10/2024;10;1;0;0;0;0;1;0;0;0;1
-22,28903127;-49,11843696;07/12/2023;13;0;0;1;0;0;0;0;0;0;0
-22,32224899;-49,06904618;18/06/2024;6;1;0;0;0;0;1;0;0;0;1
-22,32076334;-49,11909533;02/06/2024;2;0;0;0;0;0;0;0;0;0;0
-22,33844526;-49,0706826;15/01/2023;17;0;0;0;0;0;0;0;0;0;0
-22,31268045;-48,99744743;02/07/2024;0;0;0;0;0;0;0;0;0;0;0
-22,34227771;-49,0937005;21/08/2022;7;1;0;0;0;1;0;0;0;0;1
-22,33024058;-49,09318543;11/08/2024;21;1;0;0;0;0;1;0;0;0;1
-22,30725082;-48,97660357;04/02/2025;20;0;0;0;0;0;0;0;0;0;0
-22,12463197;-49,12633509;20/07/2023;17;0;0;0;0;0;0;0;0;0;0
-22,37428439;-49,04888508;20/07/2022;20;0;0;1;0;0;0;0;0;0;0
-22,24911034;-49,12304644;29/01/2022;18;0;1;1;0;0;0;0;0;0;0
-22,32002547;-49,06856044;06/01/2024;11;0;0;0;0;0;0;0;0;0;0
-22,33538997;-48,96592741;01/09/2022;9;0;0;0;0;0;0;0;0;0;0
-22,34202183;-48,9832897;19/06/2024;13;0;1;0;0;0;0;0;0;0;0
-22,27842592;-49,06605929;08/07/2022;16;0;0;1;0;0;0;0;0;0;0
-22,30812592;-49,05763854;09/04/2024;17;0;0;0;0;0;0;0;0;0;0
-22,23129118;-49,06974902;12/07/2022;3;0;0;0;0;0;0;0;0;0;0
-22,32031503;-49,07734344;28/09/2022;16;0;0;0;0;0;0;0;0;0;0
-22,27965161;-49,03303386;13/02/2024;2;0;0;0;0;0;0;0;0;0;0
-22,37978638;-49,02933818;22/04/2022;13;1;0;0;0;0;1;0;0;0;0
-22,31460198;-49,05514331;21/11/2023;9;0;0;1;0;0;0;0;0;0;0
-22,3194223;-49,03305803;20/06/2024;7;1;0;0;0;0;0;0;0;0;0
-22,34325439;-49,07711639;23/06/2022;4;0;1;0;0;0;0;0;0;0;0
-22,3544866;-49,04403364;28/05/2022;11;0;0;0;0;0;0;0;0;0;0
-22,35708765;-49,05243573;30/01/2022;19;0;0;0;0;0;0;0;0;0;0
-22,31606692;-49,06542549;20/11/2022;0;0;0;1;0;0;0;0;0;0;0
-22,3037561;-49,08504869;30/09/2024;13;0;1;0;0;0;0;0;0;0;0
-22,33189429;-49,07790756;10/12/2024;21;1;0;0;0;0;0;0;0;0;0
-22,30392785;-48,99809964;30/06/2023;8;0;0;0;0;0;0;0;0;0;0
-22,33069515;-49,0761225;20/01/2024;6;1;0;0;0;0;0;0;0;0;0
-22,33375187;-49,05185346;27/02/2025;12;0;1;0;0;0;0;0;0;0;0
-22,3293576;-49,10069038;04/05/2023;7;1;0;0;0;0;0;0;0;0;0
-22,33846329;-49,07067634;12/11/2022;2;0;0;0;0;0;0;0;0;0;0
-22,31708301;-49,08766796;16/03/2022;19;0;1;0;0;0;0;0;0;0;0
-22,32345179;-49,05827444;13/06/2024;17;1;0;0;0;0;0;0;0;0;2
-22,31566988;-49,14286297;12/01/2023;9;0;0;1;0;0;0;0;0;0;0
-22,32474787;-49,04854673;15/09/2024;23;0;0;0;0;0;0;0;0;0;0
-22,32262787;-49,09704692;28/12/2024;8;0;0;0;0;0;0;0;0;0;0
-22,31689276;-49,01368088;17/12/2022;19;0;0;0;0;0;0;0;0;0;0
-22,3449487;-49,0566081;19/12/2024;6;1;0;0;0;0;1;0;0;0;1
-22,33271556;-49,03253446;21/07/2024;7;0;0;0;0;0;0;0;0;0;0
-22,34492044;-49,03938499;20/05/2024;0;0;0;0;0;0;0;0;0;0;0
-22,33278024;-49,07130193;27/01/2022;20;0;0;0;0;0;0;0;0;0;0
-22,37428439;-49,04888508;07/10/2023;5;1;0;0;1;0;1;0;0;0;0
-22,34978347;-49,03506967;14/04/2023;12;1;0;0;0;0;0;0;0;0;0
-22,28975237;-49,05347657;16/08/2024;21;1;0;0;0;0;0;0;0;0;0
-22,3297146;-49,0633519;23/01/2025;1;0;0;0;0;0;0;0;0;0;0
-22,27534186;-49,09423181;12/09/2022;16;0;0;1;0;0;0;0;0;0;0
-22,32298939;-49,09262832;01/12/2024;13;1;0;0;0;0;0;0;0;0;0
-22,3003248;-49,05753123;02/10/2024;3;0;0;0;0;0;0;0;0;0;0
-22,31764119;-49,09363735;21/08/2024;0;0;0;0;0;0;0;0;0;0;0
-22,36307695;-49,08629437;01/01/2022;3;0;0;0;0;0;0;0;0;0;0
-22,334768;-49,03190422;21/06/2022;0;0;1;0;0;0;0;0;0;0;0
-22,32906574;-49,06535841;26/02/2022;5;1;0;0;0;0;0;0;0;0;1
-22,31681912;-49,11451548;05/08/2022;14;1;0;0;0;0;0;0;0;0;0
-22,31415865;-49,07885546;26/08/2023;8;0;0;0;0;0;0;0;0;0;0
-22,31174967;-49,05593654;21/01/2025;21;1;0;1;0;1;0;0;0;0;1
-22,32484664;-49,0988423;15/07/2023;0;0;1;0;0;0;0;0;0;0;0
-22,34224113;-49,09369167;11/01/2022;21;1;1;0;0;0;0;0;0;0;2
-22,3308275;-49,0780593;23/10/2024;8;1;0;0;0;0;0;0;0;0;0
-22,28843312;-49,02959242;05/05/2022;8;0;0;0;0;0;0;0;0;0;0
-22,14250641;-49,1063526;29/02/2024;23;0;0;0;0;0;0;0;0;0;0
-22,15639636;-49,07808216;13/09/2023;9;0;1;0;0;0;0;0;0;0;0
-22,32019617;-49,07721849;30/01/2022;21;1;0;0;0;0;0;0;0;0;0
-22,28914926;-49,03276256;16/12/2023;14;1;0;0;0;0;0;0;0;0;0
-22,31315928;-49,13303414;08/10/2023;18;1;1;1;0;0;0;0;0;0;1
-22,32907943;-49,08417017;09/10/2024;8;1;0;0;0;0;0;0;0;0;0
-22,338662;-49,1065822;19/11/2024;7;1;0;0;0;0;0;0;0;0;1
-22,30788453;-49,12529764;12/08/2022;17;0;1;1;0;0;0;0;0;0;0
-22,3104176;-49,0234876;27/03/2023;17;1;0;1;0;1;1;0;0;0;0
-22,37428439;-49,04888508;24/10/2023;19;0;0;1;0;0;0;0;0;0;0
-22,35340264;-49,05034928;23/01/2022;16;1;0;0;0;0;1;0;0;0;1
-22,30954951;-49,08641905;18/08/2024;22;0;0;0;0;0;0;0;0;0;0
-22,31713094;-49,07370366;04/02/2022;21;1;0;0;0;0;1;0;0;0;1
-22,34325439;-49,07711639;28/01/2022;18;1;1;0;0;0;0;0;0;0;1
-22,33343852;-49,0679144;15/06/2022;9;1;0;0;0;0;1;0;0;0;1
-22,31683313;-49,04224589;11/09/2022;16;0;0;0;0;0;0;0;0;0;0
-22,32355764;-49,01016357;29/05/2024;15;0;0;0;0;0;0;0;0;0;0
-22,33173061;-49,07601445;24/05/2023;15;0;0;0;0;0;0;0;0;0;0
-22,28665143;-49,04208472;07/10/2022;17;0;0;0;0;0;0;0;0;0;0
-22,32484276;-49,09882273;03/08/2023;12;0;0;0;0;0;0;0;0;0;0
-22,28846495;-49,10183513;21/02/2022;5;0;1;0;0;0;0;0;0;0;0
-22,33363862;-49,05675985;17/09/2022;1;0;0;0;0;0;0;0;0;0;0
-22,3040166;-49,0819954;22/01/2024;18;1;0;0;0;0;0;0;0;0;0
-22,37428439;-49,04888508;22/11/2022;20;0;0;0;0;0;0;0;0;0;0
-22,29887951;-49,06170767;25/10/2022;23;0;0;0;0;0;0;0;0;0;0
-22,30628387;-49,12295042;09/10/2022;4;1;0;1;0;0;1;0;0;0;1
-22,32345179;-49,05827444;14/10/2023;12;0;0;0;0;0;0;0;0;0;0
-22,35118661;-48,96106377;30/06/2022;3;0;1;0;0;0;0;0;0;0;0
-22,20675911;-49,182251;10/06/2022;7;1;0;1;0;0;0;0;0;0;0
-22,31750128;-49,04972188;08/01/2022;12;0;1;0;0;0;0;0;0;0;0
-22,32019617;-49,07721849;04/02/2025;10;0;0;0;0;0;0;0;0;0;0
-22,30841544;-49,0919972;20/04/2023;15;0;1;0;0;0;0;0;0;0;0
-22,3002067;-49,0303716;27/01/2025;0;1;0;0;0;0;0;0;0;0;1
-22,33835047;-49,07068342;16/07/2023;7;0;0;0;0;0;0;0;0;0;0
-22,30075792;-49,06405704;20/02/2024;13;0;0;0;0;0;0;0;0;0;0
-22,29286024;-49,07319518;18/01/2022;18;1;0;0;0;0;0;0;0;0;2
-22,30438376;-49,02063637;24/12/2022;11;0;1;0;0;0;0;0;0;0;0
-22,31531169;-49,0621777;15/02/2024;15;0;0;0;0;0;0;0;0;0;0
-22,3258962;-49,07970414;28/03/2024;20;1;0;0;0;0;1;0;0;0;0
-22,33684685;-49,06690212;22/03/2023;19;1;0;0;0;0;0;1;0;0;0
-22,30866445;-49,01398204;25/09/2024;22;0;1;0;0;0;0;0;0;0;0
-22,30319724;-49,04220813;13/01/2025;8;0;0;0;0;0;0;0;0;0;0
-22,29177368;-49,07139157;27/10/2023;22;1;0;1;0;0;0;0;0;0;1
-22,31952844;-49,07513872;20/02/2025;4;0;0;0;0;0;0;0;0;0;0
-22,32112569;-49,05532561;10/02/2023;2;1;0;0;0;0;0;0;0;0;0
-22,29246023;-49,04830453;13/09/2024;7;1;0;0;0;0;0;0;0;0;0
-22,33627952;-49,06845898;13/02/2022;22;1;0;0;0;0;0;0;0;0;1
-22,33228792;-49,03467597;29/03/2024;2;0;1;0;0;0;0;0;0;0;0
-22,37428439;-49,04888508;02/09/2024;15;1;0;1;0;0;1;0;0;0;1
-22,23839223;-49,22473385;03/05/2023;14;0;0;0;0;0;0;0;0;0;0
-22,32909353;-49,06955237;30/05/2023;19;1;1;0;0;0;0;0;0;0;0
-22,34988041;-48,97692977;15/02/2022;15;0;1;0;0;0;0;0;0;0;0
-22,37428439;-49,04888508;01/10/2024;12;1;0;0;0;0;0;0;0;0;0
-22,26953804;-49,05692787;04/02/2023;15;0;0;0;0;0;0;0;0;0;0
-22,31661698;-49,06538321;04/01/2024;11;0;1;0;0;0;0;0;0;0;0
-22,31012706;-49,02292204;07/03/2023;0;0;0;0;0;0;0;0;0;0;0
-22,26649877;-49,0697631;23/03/2024;3;0;0;0;0;0;0;0;0;0;0
-22,30377;-49,109344;17/11/2022;21;0;0;0;0;0;0;0;0;0;0
-22,31722448;-49,07367986;24/12/2023;10;0;0;0;0;0;0;0;0;0;0
-22,33008275;-49,17922992;13/03/2024;12;0;0;1;0;0;0;0;0;0;0
-22,3080581;-49,0333606;27/03/2024;0;0;0;0;0;0;0;0;0;0;0
-22,3383491;-49,0760051;15/12/2023;9;1;0;0;0;0;0;0;0;0;0
-22,33363862;-49,05675985;22/06/2023;6;0;1;0;0;0;0;0;0;0;0
-22,3111325;-49,0581384;09/09/2022;9;1;0;0;0;0;1;0;0;0;1
-22,31821416;-48,98108248;18/08/2023;19;1;0;0;0;0;0;1;0;0;0
-22,33634174;-48,96100368;17/07/2023;15;0;0;0;0;0;0;0;0;0;0
-22,21215299;-49,25815742;24/12/2024;11;0;0;0;0;0;0;0;0;0;0
-22,31322401;-49,12027046;22/06/2023;6;1;0;0;0;0;1;0;1;0;0
-22,35002576;-49,08793441;14/01/2023;4;0;0;0;0;0;0;0;0;0;0
-22,29389556;-49,07168011;17/10/2023;16;1;0;1;0;0;0;1;0;0;0
-22,31234912;-49,12226505;15/07/2024;7;1;0;0;0;0;1;0;0;0;1
-22,30260949;-49,11756178;31/12/2023;2;0;1;1;0;0;0;0;0;0;0
-22,32247205;-49,05794268;08/07/2023;4;0;0;0;0;0;0;0;0;0;0
-22,3181655;-49,0509853;02/07/2024;6;0;0;0;0;0;0;0;0;0;0
-22,3299236;-49,05327417;08/09/2024;22;1;0;0;0;0;1;0;0;0;1
-22,3414515;-49,0565574;28/06/2024;8;0;0;0;0;0;0;0;0;0;0
-22,31100448;-49,022069;20/01/2024;18;0;0;0;0;0;0;0;0;0;0
-22,326176;-49,056415;06/12/2022;12;0;0;0;0;0;0;0;0;0;0
-22,34825009;-49,04506436;25/08/2024;3;0;0;1;0;0;0;0;0;0;0
-22,30677373;-49,05606788;14/03/2022;2;0;0;0;0;0;0;0;0;0;0
-22,21321503;-49,1226665;24/01/2022;6;0;0;0;0;0;0;0;0;0;0
-22,36736221;-49,03678031;07/05/2022;21;0;0;0;0;0;0;0;0;0;0
-22,3297689;-49,1178222;04/10/2024;21;1;0;0;0;0;0;0;0;0;0
-22,35149669;-49,09712881;08/07/2024;21;1;0;0;0;0;1;0;0;0;0
-22,18701047;-49,21196958;11/04/2022;8;1;0;1;0;0;0;0;0;0;0
-22,330828;-49,078064;06/01/2023;11;0;0;0;0;0;0;0;0;0;0
-22,30578694;-49,05073053;14/10/2023;11;1;0;0;0;0;0;0;0;0;0
-22,32708467;-49,00985232;08/05/2022;3;1;0;1;0;0;0;0;0;0;0
-22,38195102;-49,03944477;06/04/2022;5;0;0;0;0;0;0;0;0;0;0
-22,33209667;-49,04238975;25/02/2022;9;0;1;0;0;0;0;0;0;0;0
-22,29096913;-49,07144313;11/01/2022;13;0;0;0;0;0;0;0;0;0;0
-22,31979628;-49,08095569;19/04/2023;18;1;0;0;0;0;1;0;0;0;0
-22,28997535;-49,09873806;27/01/2023;6;0;0;1;0;0;0;0;0;0;0
-22,31197656;-49,10368888;17/03/2023;7;0;0;0;0;0;0;0;0;0;0
-22,37428439;-49,04888508;03/08/2024;16;1;0;0;0;0;0;0;0;0;0
-22,34499703;-48,95860971;07/03/2023;2;0;0;0;0;0;0;0;0;0;0
-22,30463747;-49,09350061;12/04/2024;4;0;1;0;0;0;0;0;0;0;0
-22,35495449;-49,03442107;10/08/2023;18;1;0;1;0;0;2;0;0;0;2
-22,32622622;-49,02964262;04/03/2022;14;0;1;0;0;0;0;0;0;0;0
-22,326834;-49,02573;24/03/2023;8;0;0;0;0;0;0;0;0;0;0
-22,3108747;-49,0856386;11/12/2023;0;0;0;0;0;0;0;0;0;0;0
-22,33159841;-49,08707356;05/02/2023;3;0;0;0;0;0;0;0;0;0;0
-22,31683128;-49,07606649;15/12/2023;16;0;0;0;0;0;0;0;0;0;0
-22,33846329;-49,07067634;12/12/2023;3;0;0;0;0;0;0;0;0;0;0
-22,31675612;-49,10752979;31/05/2023;20;1;0;0;0;0;0;0;0;0;0
-22,33159465;-49,07586987;13/05/2024;13;0;0;0;0;0;0;0;0;0;0
-22,34817694;-49,10473121;01/08/2024;12;1;0;0;0;0;0;0;0;0;0
-22,33723669;-49,05283026;28/08/2022;20;1;0;0;0;0;0;0;0;0;1
